Inventory Item Details;;;;;;;;;;;;
شركة الكوب الاول;;;;;;;;;;;;
For the period 1 January 2025 to 31 December 2025;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Source;Reference;Contact;Description;Total;Unit Cost Price;Unit Sale Price;Value Movement;QoH Movement;Profit per Item;Revenue Account;Inventory Account
27 ديسمبر 2025;Payable Credit Note;MP 2886;سند صرف قهوه محموصه فرع واو;Roasted coffee Yirgocheffe Garagari Gutity1K;(170.00);42.50;42.50;(170.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
28 ديسمبر 2025;Payable Credit Note;MP 2889;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Garagari Gutity1K;(3,527.50);42.50;42.50;(3,527.50);(83.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
29 ديسمبر 2025;Payable Credit Note;MP 2892;سند صرف قهوه محموصه فرع التخصصي;Roasted coffee Yirgocheffe Garagari Gutity1K;(425.00);42.50;42.50;(425.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
29 ديسمبر 2025;Payable Credit Note;MP 2893;سند صرف قهوه محموصه فرع الصحافة;Roasted coffee Yirgocheffe Garagari Gutity1K;(637.50);42.50;42.50;(637.50);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 ديسمبر 2025;Payable Credit Note;MP 2894;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Garagari Gutity1K;(850.00);42.50;42.50;(850.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 ديسمبر 2025;Payable Credit Note;MP 2895;سند صرف قهوه محموصه فرع رفا;Roasted coffee Yirgocheffe Garagari Gutity1K;(170.00);42.50;42.50;(170.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
31 ديسمبر 2025;Payable Credit Note;MP 2896;سند صرف قهوه محموصه فرع التخصصي;Roasted coffee Yirgocheffe Garagari Gutity1K;(340.00);42.50;42.50;(340.00);(8.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
31 ديسمبر 2025;Payable Credit Note;MP 2896;سند صرف قهوه محموصه فرع التخصصي;Roasted coffee Yirgocheffe Garagari Gutity1K 3 كيس;(31.88);42.51;42.51;(31.88);(0.7500);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Revaluation;;اعادة تسعير;1,345.08;0.00;0.00;1,345.08;0.0000;0.00;;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Quantity Decrease;;جرد 31/12;(1,498.13);42.50;0.00;(1,498.13);(35.2500);0.00;;636 - مخزون البن المحمص
Total RB0617-   قاراقاري قوتيتي محمص - Roasted coffee Yirgocheffe Garagari Gutity1K;;;;;897.13;;;9,775.00;230.0000;329.51;;
Closing Balance;;;;;0.00;0.00;0.00;9,775.00;230.0000;0.00;;
;;;;;;;;;;;;
RB0619-  اريكا ووبنشي محمص - Roasted coffee Yirgocheffe Aricha Wubanchi 1K;;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
05 نوفمبر 2025;Payable Invoice;7227;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;422.40;40.23;0.00;422.40;10.5000;0.00;;636 - مخزون البن المحمص
10 ديسمبر 2025;Payable Invoice;7232;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;844.80;40.23;0.00;844.80;21.0000;0.00;;636 - مخزون البن المحمص
18 ديسمبر 2025;Payable Invoice;7233;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;8,588.79;40.90;0.00;8,588.79;210.0000;0.00;;636 - مخزون البن المحمص
20 ديسمبر 2025;Payable Credit Note;MP 2875;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(680.00);42.50;42.50;(680.00);(16.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
21 ديسمبر 2025;Payable Credit Note;MP 2877;سند صرف قهوه محموصه فرع الصحافة;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(637.50);42.50;42.50;(637.50);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 ديسمبر 2025;Payable Credit Note;MP 2883;سند صرف قهوه محموصه فرع الصحافة;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(765.00);42.50;42.50;(765.00);(18.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 ديسمبر 2025;Payable Credit Note;MP 2884;سند صرف قهوه محموصه فرع التخصصي;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(212.50);42.50;42.50;(212.50);(5.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 ديسمبر 2025;Payable Credit Note;MP 2885;سند صرف قهوه محموصه فرع رفا;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(170.00);42.50;42.50;(170.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
24 ديسمبر 2025;Payable Invoice;7234;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;4,716.81;41.02;0.00;4,716.81;115.0000;0.00;;636 - مخزون البن المحمص
27 ديسمبر 2025;Payable Credit Note;MP 2887;سند صرف قهوه محموصه فرع الصحافة;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(425.00);42.50;42.50;(425.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
27 ديسمبر 2025;Payable Credit Note;MP 2888;سند صرف قهوه محموصه فرع التخصصي;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(170.00);42.50;42.50;(170.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
27 ديسمبر 2025;Payable Credit Note;MP 2886;سند صرف قهوه محموصه فرع واو;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(170.00);42.50;42.50;(170.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
28 ديسمبر 2025;Payable Credit Note;MP 2889;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(1,487.50);42.50;42.50;(1,487.50);(35.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
29 ديسمبر 2025;Payable Credit Note;MP 2892;سند صرف قهوه محموصه فرع التخصصي;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(212.50);42.50;42.50;(212.50);(5.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
29 ديسمبر 2025;Payable Credit Note;MP 2893;سند صرف قهوه محموصه فرع الصحافة;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(850.00);42.50;42.50;(850.00);(20.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 ديسمبر 2025;Payable Credit Note;MP 2894;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(382.50);42.50;42.50;(382.50);(9.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 ديسمبر 2025;Payable Credit Note;MP 2895;سند صرف قهوه محموصه فرع رفا;Roasted coffee Yirgocheffe Aricha Wubanchi 1K;(170.00);42.50;42.50;(170.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Quantity Decrease;;جرد 31/12;(1,423.75);42.50;0.00;(1,423.75);(33.5000);0.00;;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Revaluation;;تعديل;578.45;0.00;0.00;578.45;0.0000;0.00;;636 - مخزون البن المحمص
Total RB0619-  اريكا ووبنشي محمص - Roasted coffee Yirgocheffe Aricha Wubanchi 1K;;;;;7,395.00;;;7,395.00;174.0000;0.00;;
Closing Balance;;;;;0.00;0.00;0.00;7,395.00;174.0000;0.00;;
;;;;;;;;;;;;
RB0620- قوجي ووبنشي محمص - Roasted coffee Yirgocheffe Guji Wubanchi 1K;;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
05 نوفمبر 2025;Payable Invoice;7227;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Guji Wubanchi 1K;376.80;57.97;0.00;376.80;6.5000;0.00;;636 - مخزون البن المحمص
04 ديسمبر 2025;Payable Invoice;7231;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Guji Wubanchi 1K;2,260.80;57.97;0.00;2,260.80;39.0000;0.00;;636 - مخزون البن المحمص
06 ديسمبر 2025;Payable Credit Note;MP 2852;سند صرف قهوه محموصه فرع رفا;Roasted coffee Yirgocheffe Guji Wubanchi 1K;(302.50);60.50;60.50;(302.50);(5.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
06 ديسمبر 2025;Payable Credit Note;2851;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Guji Wubanchi 1K;(605.00);60.50;60.50;(605.00);(10.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
13 ديسمبر 2025;Payable Credit Note;MP 2863;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Guji Wubanchi 1K;(907.50);60.50;60.50;(907.50);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
18 ديسمبر 2025;Payable Invoice;7233;تحميص وارد لمستودع البن المحمص;Roasted coffee Yirgocheffe Guji Wubanchi 1K;1,909.12;59.66;0.00;1,909.12;32.0000;0.00;;636 - مخزون البن المحمص
20 ديسمبر 2025;Payable Credit Note;MP 2875;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Guji Wubanchi 1K;(907.50);60.50;60.50;(907.50);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
28 ديسمبر 2025;Payable Credit Note;MP 2889;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Guji Wubanchi 1K;(907.50);60.50;60.50;(907.50);(15.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 ديسمبر 2025;Payable Credit Note;MP 2894;سند صرف قهوه محموصه فرع حطين;Roasted coffee Yirgocheffe Guji Wubanchi 1K;(242.00);60.50;60.50;(242.00);(4.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Revaluation;;تعديل السعر;142.03;0.00;0.00;142.03;0.0000;0.00;;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Quantity Increase;;جرد 31/12;423.50;60.50;0.00;423.50;7.0000;0.00;;636 - مخزون البن المحمص
Total RB0620- قوجي ووبنشي محمص - Roasted coffee Yirgocheffe Guji Wubanchi 1K;;;;;1,240.25;;;1,240.25;20.5000;0.00;;
Closing Balance;;;;;0.00;0.00;0.00;1,240.25;20.5000;0.00;;
;;;;;;;;;;;;
RB12025- مكسيكى مجففة محمص - Mexico Arabica Natural coffee roasted(1kg);;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;22.93;0.5000;0.00;;
30 مارس 2025;Adjustment;Quantity Decrease;;جرد 29/3;(22.93);45.85;0.00;(22.93);(0.5000);0.00;;636 - مخزون البن المحمص
05 نوفمبر 2025;Payable Invoice;7227;تحميص وارد لمستودع البن المحمص;Mexico Arabica Natural coffee roasted(1kg);339.68;52.26;0.00;339.68;6.5000;0.00;;636 - مخزون البن المحمص
10 ديسمبر 2025;Payable Invoice;7232;تحميص وارد لمستودع البن المحمص;Mexico Arabica Natural coffee roasted(1kg);679.35;52.26;0.00;679.35;13.0000;0.00;;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Revaluation;;تعديل سعر;13.45;0.00;0.00;13.45;0.0000;0.00;;636 - مخزون البن المحمص
31 ديسمبر 2025;Adjustment;Quantity Decrease;;جرد 31/12;(705.48);52.26;0.00;(705.48);(13.5000);0.00;;636 - مخزون البن المحمص
Total RB12025- مكسيكى مجففة محمص - Mexico Arabica Natural coffee roasted(1kg);;;;;304.08;;;304.08;5.5000;0.00;;
Closing Balance;;;;;0.00;0.00;0.00;327.00;6.0000;0.00;;
;;;;;;;;;;;;
RB1352- برازيلى محمص - Brazil coffee roasted(1Kg);;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;426.44;16.0000;0.00;;
20 يناير 2025;Payable Credit Note;MP 2312;سند صرف قهوه محموصه فرع رفا;Brazil coffee roasted(1Kg);(144.00);28.80;28.80;(144.00);(5.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
30 مارس 2025;Adjustment;Quantity Decrease;;جرد 30/3;(77.03);25.68;0.00;(77.03);(3.0000);0.00;;636 - مخزون البن المحمص
03 مايو 2025;Payable Credit Note;MP 2456;عينات القهوة المحمصة;Brazil coffee roasted(1Kg) قهوة سعودية;(192.60);25.68;25.68;(192.60);(7.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
26 يونيو 2025;Adjustment;Quantity Decrease;;جرد 25/6;(12.81);25.63;0.00;(12.81);(0.5000);0.00;;636 - مخزون البن المحمص
Total RB1352- برازيلى محمص - Brazil coffee roasted(1Kg);;;;;(426.44);;;(426.44);(16.0000);0.00;;
Closing Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
;;;;;;;;;;;;
RB1703- كوستريكا محمص - Costa Rica coffee roasted(1Kg);;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;1,526.40;36.0000;0.00;;
01 يناير 2025;Payable Credit Note;MP 2285;سند صرف قهوه محموصه فرع الصحافة;Costa Rica coffee roasted(1Kg);(127.20);42.40;42.40;(127.20);(3.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
01 يناير 2025;Payable Credit Note;MP 2286;سند صرف قهوه محموصه فرع الصحافة;Costa Rica coffee roasted(1Kg) 4 كيس;(42.40);42.40;42.40;(42.40);(1.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
02 يناير 2025;Payable Credit Note;MP 2290;سند صرف قهوه محموصه فرع حطين;Costa Rica coffee roasted(1Kg) 6 كيس;(63.60);42.40;42.40;(63.60);(1.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
06 يناير 2025;Payable Credit Note;MP 2295;سند صرف قهوه محموصه فرع التخصصي;Costa Rica coffee roasted(1Kg);(84.80);42.40;42.40;(84.80);(2.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
06 يناير 2025;Payable Credit Note;MP 2295;سند صرف قهوه محموصه فرع التخصصي;Costa Rica coffee roasted(1Kg) 6 كيس;(63.60);42.40;42.40;(63.60);(1.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
15 يناير 2025;Payable Invoice;7200;تحميص وارد لمستودع البن المحمص;Costa Rica coffee roasted(1Kg);1,377.88;43.06;0.00;1,377.88;32.0000;0.00;;636 - مخزون البن المحمص
18 يناير 2025;Payable Credit Note;MP 2308;سند صرف قهوه محموصه فرع التخصصي;Costa Rica coffee roasted(1Kg);(84.80);42.40;42.40;(84.80);(2.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 يناير 2025;Payable Credit Note;MP 2316;سند صرف قهوه محموصه فرع حطين;Costa Rica coffee roasted(1Kg);(127.20);42.40;42.40;(127.20);(3.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
23 يناير 2025;Payable Credit Note;MP 2314;سند صرف قهوه محموصه فرع الصحافة;Costa Rica coffee roasted(1Kg) 2 كيس;(21.20);42.40;42.40;(21.20);(0.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
25 يناير 2025;Payable Credit Note;MP 2321;سند صرف قهوه محموصه فرع التخصصي;Costa Rica coffee roasted(1Kg) 4 كيس;(42.40);42.40;42.40;(42.40);(1.0000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
26 يناير 2025;Payable Credit Note;MP 2324;سند صرف قهوه محموصه فرع واو;Costa Rica coffee roasted(1Kg) 1 كيس;(10.60);42.40;42.40;(10.60);(0.2500);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
28 يناير 2025;Receivable Invoice;INV-3097;Arto Caffee ارتوكفى;Costa Rica coffee roasted;(1,000.00);42.80;100.00;(428.03);(10.0000);57.20;202 - مبيعات القهوة المحمصه;636 - مخزون البن المحمص
29 يناير 2025;Payable Credit Note;MP 2329;سند صرف قهوه محموصه فرع حطين;Costa Rica coffee roasted(1Kg);(63.60);42.40;42.40;(63.60);(1.5000);0.00;636 - مخزون البن المحمص;636 - مخزون البن المحمص
